vcestil,vcmater,vccolor,estilo-mat-col,programa,asignado,fpespunte,qfpespu,fmontado,qfmonta,totpares
75015,CH,RO,75015CHRO,02/05/2016,28,  -   -,0,26/05/2016,1,10
75015,SK,PE,75015SKPE,02/05/2016,28,  -   -,0,27/05/2016,1,308
75015,SK,PL,75015SKPL,02/05/2016,28,  -   -,0,26/05/2016,1,11
75015,VB,BL,75015VBBL,02/05/2016,28,  -   -,0,26/05/2016,1,24
75015,VB,NE,75015VBNE,02/05/2016,28,  -   -,0,27/05/2016,1,35
75017,GL,CH,75017GLCH,02/05/2016,28,  -   -,0,27/05/2016,1,12
75017,GL,PL,75017GLPL,02/05/2016,28,  -   -,0,26/05/2016,1,12
12647,CH,ES,12647CHES,03/05/2016,11,  -   -,0,02/06/2016,1,15
12647,SK,PE,12647SKPE,03/05/2016,11,  -   -,0,06/06/2016,1,50
12647,SM,NE,12647SMNE,03/05/2016,11,  -   -,0,02/06/2016,1,21
1604,ME,AL,1604MEAL,03/05/2016,16,  -   -,0,18/05/2016,1,250
1604,TX,NE,1604TXNE,03/05/2016,16,  -   -,0,18/05/2016,1,300
10525,CH,PA,10525CHPA,04/05/2016,1,  -   -,0,26/05/2016,1,224
1608,TX,C6,1608TXC6,04/05/2016,16,  -   -,0,18/05/2016,1,150
1608,TX,NE,1608TXNE,04/05/2016,16,  -   -,0,18/05/2016,1,200
10329,CH,RS,10329CHRS,05/05/2016,14,  -   -,0,20/05/2016,1,400
2004,SA,M_,2004SAM_,06/05/2016,16,  -   -,0,21/05/2016,1,200
1525,SI,NE,1525SINE,09/05/2016,15,  -   -,0,18/05/2016,1,200
1525,SI,TN,1525SITN,09/05/2016,15,  -   -,0,18/05/2016,1,250
1604,ME,AL,1604MEAL,09/05/2016,16,  -   -,0,19/05/2016,1,250
1604,TX,NE,1604TXNE,09/05/2016,16,  -   -,0,20/05/2016,1,300
19356,TX,PL,19356TXPL,09/05/2016,11,  -   -,0,17/05/2016,1,200
1608,TX,C6,1608TXC6,10/05/2016,16,  -   -,0,19/05/2016,1,150
1608,TX,NE,1608TXNE,10/05/2016,16,  -   -,0,20/05/2016,1,200
10302,PI,NE,10302PINE,11/05/2016,16,  -   -,0,25/05/2016,1,271
10302,PI,RS,10302PIRS,11/05/2016,16,  -   -,0,04/06/2016,1,495
12647,AN,NE,12647ANNE,11/05/2016,2,  -   -,0,02/06/2016,1,16
12647,CH,NE,12647CHNE,11/05/2016,2,  -   -,0,02/06/2016,1,449
12647,CH,PA,12647CHPA,11/05/2016,2,  -   -,0,02/06/2016,1,483
12647,GL,CH,12647GLCH,11/05/2016,2,  -   -,0,03/06/2016,1,12
12647,GL,PL,12647GLPL,11/05/2016,2,  -   -,0,08/06/2016,1,11
11122,VB,SG,11122VBSG,12/05/2016,6,  -   -,0,04/07/2016,1,11
12647,CH,ES,12647CHES,13/05/2016,1,  -   -,0,03/06/2016,1,30
12647,SK,PE,12647SKPE,13/05/2016,1,  -   -,0,03/06/2016,1,10
12647,SK,PL,12647SKPL,13/05/2016,1,  -   -,0,08/06/2016,1,21
12647,VB,BL,12647VBBL,13/05/2016,1,  -   -,0,08/06/2016,1,19
12647,VB,SG,12647VBSG,13/05/2016,1,  -   -,0,03/06/2016,1,264
12647,VX,NE,12647VXNE,13/05/2016,1,  -   -,0,03/06/2016,1,282
1604,ME,AL,1604MEAL,13/05/2016,16,  -   -,0,23/05/2016,1,250
1604,TX,NE,1604TXNE,13/05/2016,16,  -   -,0,27/05/2016,1,300
1525,SI,NE,1525SINE,16/05/2016,15,  -   -,0,27/05/2016,1,200
1525,SI,TN,1525SITN,16/05/2016,15,  -   -,0,27/05/2016,1,250
1608,TX,C6,1608TXC6,16/05/2016,16,  -   -,0,27/05/2016,1,150
1608,TX,NE,1608TXNE,16/05/2016,16,  -   -,0,27/05/2016,1,200
19356,TX,PL,19356TXPL,16/05/2016,11,  -   -,0,23/05/2016,1,183
10329,CH,RS,10329CHRS,17/05/2016,14,  -   -,0,30/05/2016,1,400
11662,P1,BL,11662P1BL,18/05/2016,5,  -   -,0,08/06/2016,1,120
11662,P1,NE,11662P1NE,18/05/2016,5,  -   -,0,08/06/2016,1,120
12647,AN,NE,12647ANNE,18/05/2016,2,  -   -,0,02/06/2016,1,35
12647,CH,ES,12647CHES,18/05/2016,2,  -   -,0,06/06/2016,1,65
12647,CH,NE,12647CHNE,18/05/2016,2,  -   -,0,08/06/2016,1,83
12647,CH,PA,12647CHPA,18/05/2016,2,  -   -,0,02/06/2016,1,59
12647,CH,PO,12647CHPO,18/05/2016,2,  -   -,0,03/06/2016,1,8
12647,GL,CH,12647GLCH,18/05/2016,2,  -   -,0,06/06/2016,1,8
12647,SI,NE,12647SINE,18/05/2016,2,  -   -,0,03/06/2016,1,12
12647,SK,PE,12647SKPE,18/05/2016,2,  -   -,0,02/06/2016,1,29
12647,SK,PL,12647SKPL,18/05/2016,2,  -   -,0,02/06/2016,1,44
12647,VB,BL,12647VBBL,18/05/2016,2,  -   -,0,03/06/2016,1,33
12647,VB,NE,12647VBNE,18/05/2016,2,  -   -,0,03/06/2016,1,8
12647,VB,OC,12647VBOC,18/05/2016,2,  -   -,0,06/06/2016,1,8
12647,VB,OS,12647VBOS,18/05/2016,2,  -   -,0,02/06/2016,1,144
12647,VB,SG,12647VBSG,18/05/2016,2,  -   -,0,02/06/2016,1,159
12647,VB,TU,12647VBTU,18/05/2016,2,  -   -,0,03/06/2016,1,42
12647,VX,MK,12647VXMK,18/05/2016,2,  -   -,0,08/06/2016,1,12
12647,VX,NE,12647VXNE,18/05/2016,2,  -   -,0,02/06/2016,1,68
12691,EC,NE,12691ECNE,18/05/2016,2,  -   -,0,08/06/2016,1,16
12691,EC,SO,12691ECSO,18/05/2016,2,  -   -,0,08/06/2016,1,16
1525,SI,NE,1525SINE,23/05/2016,15,  -   -,0,04/06/2016,1,200
1525,SI,TN,1525SITN,23/05/2016,15,  -   -,0,04/06/2016,1,250
19356,TX,PL,19356TXPL,23/05/2016,11,  -   -,0,27/05/2016,1,198
10329,CH,RS,10329CHRS,24/05/2016,14,  -   -,0,07/06/2016,1,400
12647,CH,AY,12647CHAY,24/05/2016,2,  -   -,0,08/06/2016,1,11
12647,CH,ES,12647CHES,24/05/2016,2,  -   -,0,06/06/2016,1,10
12647,CH,NE,12647CHNE,24/05/2016,2,  -   -,0,04/06/2016,1,230
12647,CH,PA,12647CHPA,24/05/2016,2,  -   -,0,06/06/2016,1,192
12647,GL,CH,12647GLCH,24/05/2016,2,  -   -,0,11/06/2016,1,24
12647,GL,PL,12647GLPL,24/05/2016,2,  -   -,0,11/06/2016,1,24
12647,SK,PE,12647SKPE,24/05/2016,2,  -   -,0,06/06/2016,1,24
12647,SM,NE,12647SMNE,24/05/2016,2,  -   -,0,07/06/2016,1,20
12647,VB,BL,12647VBBL,24/05/2016,2,  -   -,0,06/06/2016,1,134
12647,VB,NE,12647VBNE,24/05/2016,2,  -   -,0,06/06/2016,1,36
12647,VB,OS,12647VBOS,24/05/2016,2,  -   -,0,06/06/2016,1,139
12647,VB,SG,12647VBSG,24/05/2016,2,  -   -,0,09/06/2016,1,169
1603,SI,NE,1603SINE,24/05/2016,14,  -   -,0,07/06/2016,1,57
1604,ME,AL,1604MEAL,24/05/2016,16,  -   -,0,02/06/2016,1,250
1604,TX,NE,1604TXNE,24/05/2016,16,  -   -,0,02/06/2016,1,300
12647,SI,AL,12647SIAL,25/05/2016,2,  -   -,0,10/06/2016,1,251
12647,VX,MK,12647VXMK,25/05/2016,2,  -   -,0,10/06/2016,1,83
12647,VX,NE,12647VXNE,25/05/2016,2,  -   -,0,10/06/2016,1,137
1608,TX,C6,1608TXC6,25/05/2016,16,  -   -,0,01/06/2016,1,95
1608,TX,NE,1608TXNE,25/05/2016,16,  -   -,0,02/06/2016,1,200
75015,CH,AY,75015CHAY,25/05/2016,2,  -   -,0,14/06/2016,1,10
75015,CH,BL,75015CHBL,25/05/2016,2,  -   -,0,13/06/2016,1,10
75015,CH,PA,75015CHPA,25/05/2016,2,  -   -,0,13/06/2016,1,64
75015,CH,RO,75015CHRO,25/05/2016,2,  -   -,0,13/06/2016,1,11
75015,SI,AM,75015SIAM,25/05/2016,2,  -   -,0,14/06/2016,1,23
75015,SK,PE,75015SKPE,25/05/2016,2,  -   -,0,14/06/2016,1,45
75015,SK,PL,75015SKPL,25/05/2016,2,  -   -,0,13/06/2016,1,45
75015,VB,BL,75015VBBL,25/05/2016,2,  -   -,0,13/06/2016,1,45
75015,VB,NE,75015VBNE,25/05/2016,2,  -   -,0,13/06/2016,1,49
75017,GL,CH,75017GLCH,25/05/2016,2,  -   -,0,14/06/2016,1,13
75017,GL,PL,75017GLPL,25/05/2016,2,  -   -,0,14/06/2016,1,19
75017,SI,NE,75017SINE,25/05/2016,2,  -   -,0,14/06/2016,1,20
75017,SI,OR,75017SIOR,25/05/2016,2,  -   -,0,13/06/2016,1,20
10302,PI,NE,10302PINE,26/05/2016,16,  -   -,0,10/06/2016,1,397
10302,PI,RS,10302PIRS,26/05/2016,16,  -   -,0,10/06/2016,1,199
16053,SK,BL,16053SKBL,26/05/2016,10,  -   -,0,08/07/2016,1,13
16052,VB,PL,16052VBPL,27/05/2016,29,  -   -,0,13/06/2016,1,13
10302,PI,NE,10302PINE,30/05/2016,16,  -   -,0,09/06/2016,1,193
10329,CH,RS,10329CHRS,30/05/2016,14,  -   -,0,08/06/2016,1,295
14076,TX,NE,14076TXNE,30/05/2016,12,  -   -,0,08/06/2016,1,200
14076,YU,MC,14076YUMC,30/05/2016,12,  -   -,0,08/06/2016,1,197
1525,SI,TN,1525SITN,30/05/2016,15,  -   -,0,07/06/2016,1,151
19356,TX,PL,19356TXPL,30/05/2016,11,  -   -,0,11/06/2016,1,199
10529,AN,NE,10529ANNE,31/05/2016,26,  -   -,0,22/06/2016,1,60
12647,CH,ES,12647CHES,31/05/2016,2,  -   -,0,16/06/2016,1,193
12647,CH,G3,12647CHG3,31/05/2016,2,  -   -,0,16/06/2016,1,22
12647,CH,NE,12647CHNE,31/05/2016,2,  -   -,0,16/06/2016,1,65
12647,CH,PA,12647CHPA,31/05/2016,2,  -   -,0,14/06/2016,1,69
12647,CH,PO,12647CHPO,31/05/2016,2,  -   -,0,14/06/2016,1,3
12647,SI,AL,12647SIAL,31/05/2016,2,  -   -,0,16/06/2016,1,300
12647,SK,PL,12647SKPL,31/05/2016,2,  -   -,0,14/06/2016,1,22
12647,SM,NE,12647SMNE,31/05/2016,2,  -   -,0,16/06/2016,1,5
2004,SA,M_,2004SAM_,31/05/2016,16,  -   -,0,15/06/2016,1,298
2004,SA,NE,2004SANE,31/05/2016,16,  -   -,0,14/06/2016,1,203
40074,CH,NE,40074CHNE,31/05/2016,10,  -   -,0,14/06/2016,1,6
75015,CH,PA,75015CHPA,31/05/2016,2,  -   -,0,16/06/2016,1,57
75015,CH,PO,75015CHPO,31/05/2016,2,  -   -,0,16/06/2016,1,45
75015,CH,RO,75015CHRO,31/05/2016,2,  -   -,0,14/06/2016,1,24
75015,SI,AM,75015SIAM,31/05/2016,2,  -   -,0,15/06/2016,1,30
75015,SI,NE,75015SINE,31/05/2016,2,  -   -,0,16/06/2016,1,30
75015,SI,N_,75015SIN_,31/05/2016,2,  -   -,0,16/06/2016,1,30
75015,SK,PE,75015SKPE,31/05/2016,2,  -   -,0,14/06/2016,1,71
75015,SK,PL,75015SKPL,31/05/2016,2,  -   -,0,15/06/2016,1,22
75015,SM,NE,75015SMNE,31/05/2016,2,  -   -,0,15/06/2016,1,8
75015,VB,BL,75015VBBL,31/05/2016,2,  -   -,0,15/06/2016,1,22
75015,VB,NE,75015VBNE,31/05/2016,2,  -   -,0,15/06/2016,1,91
11123,CH,PA,11123CHPA,03/06/2016,1,  -   -,0,27/06/2016,1,141
11123,NB,NE,11123NBNE,03/06/2016,1,  -   -,0,28/06/2016,1,221
11123,VB,SG,11123VBSG,03/06/2016,1,  -   -,0,28/06/2016,1,15
12647,AI,B9,12647AIB9,03/06/2016,2,  -   -,0,18/06/2016,1,800
12647,OR,DF,12647ORDF,03/06/2016,2,  -   -,0,17/06/2016,1,301
12647,OR,DF,12647ORDF,06/06/2016,2,  -   -,0,18/06/2016,1,499
12647,YY,TK,12647YYTK,06/06/2016,2,  -   -,0,22/06/2016,1,800
14076,CP,HU,14076CPHU,06/06/2016,12,  -   -,0,15/06/2016,1,200
1525,SI,NE,1525SINE,07/06/2016,15,  -   -,0,14/06/2016,1,125
1608,TX,NE,1608TXNE,07/06/2016,16,  -   -,0,15/06/2016,1,94
2004,SA,M_,2004SAM_,07/06/2016,16,  -   -,0,16/06/2016,1,395
2004,SA,NE,2004SANE,07/06/2016,16,  -   -,0,16/06/2016,1,171
10302,PI,RS,10302PIRS,08/06/2016,16,  -   -,0,22/06/2016,1,275
12647,CH,ES,12647CHES,08/06/2016,2,  -   -,0,28/06/2016,1,271
12647,CH,NE,12647CHNE,08/06/2016,2,  -   -,0,29/06/2016,1,421
12647,CH,PA,12647CHPA,08/06/2016,2,  -   -,0,29/06/2016,1,400
75015,CH,PA,75015CHPA,10/06/2016,2,  -   -,0,28/06/2016,1,13
75015,SK,PE,75015SKPE,10/06/2016,2,  -   -,0,28/06/2016,1,22
75015,SK,PL,75015SKPL,10/06/2016,2,  -   -,0,29/06/2016,1,22
1525,SI,TN,1525SITN,13/06/2016,15,  -   -,0,22/06/2016,1,550
12647,CH,PO,12647CHPO,14/06/2016,2,  -   -,0,23/06/2016,1,49
12647,SM,PA,12647SMPA,14/06/2016,2,  -   -,0,23/06/2016,1,13
12647,VB,M_,12647VBM_,14/06/2016,2,  -   -,0,23/06/2016,1,21
12647,VB,SG,12647VBSG,14/06/2016,2,  -   -,0,27/06/2016,1,111
12647,VB,TU,12647VBTU,14/06/2016,2,  -   -,0,23/06/2016,1,72
12647,VX,NE,12647VXNE,14/06/2016,2,  -   -,0,30/06/2016,1,112
1525,SI,TN,1525SITN,14/06/2016,15,  -   -,0,24/06/2016,1,500
2004,SA,NE,2004SANE,14/06/2016,16,  -   -,0,27/06/2016,1,600
75015,CH,NE,75015CHNE,14/06/2016,2,  -   -,0,27/06/2016,1,71
75015,CH,PA,75015CHPA,14/06/2016,2,  -   -,0,27/06/2016,1,29
75015,SK,PE,75015SKPE,14/06/2016,2,  -   -,0,27/06/2016,1,33
75015,VB,BL,75015VBBL,14/06/2016,2,  -   -,0,28/06/2016,1,15
75015,VB,NE,75015VBNE,14/06/2016,2,  -   -,0,28/06/2016,1,18
75017,GL,CH,75017GLCH,14/06/2016,2,  -   -,0,30/06/2016,1,72
2004,SA,M_,2004SAM_,15/06/2016,16,  -   -,0,24/06/2016,1,600
14076,FR,MO,14076FRMO,16/06/2016,12,  -   -,0,04/07/2016,1,20
30245,CH,NE,30245CHNE,17/06/2016,5,  -   -,0,29/06/2016,1,10
14076,CP,HU,14076CPHU,20/06/2016,12,  -   -,0,30/06/2016,1,200
1525,SI,TN,1525SITN,20/06/2016,15,  -   -,0,02/07/2016,1,215
8062,CA,BE,8062CABE,20/06/2016,16,  -   -,0,09/07/2016,1,20
8062,CA,NE,8062CANE,20/06/2016,16,  -   -,0,09/07/2016,1,20
14076,CH,FI,14076CHFI,21/06/2016,12,  -   -,0,29/06/2016,1,797
1525,SI,TN,1525SITN,21/06/2016,15,  -   -,0,08/07/2016,1,500
1604,TX,NE,1604TXNE,21/06/2016,16,  -   -,0,30/06/2016,1,400
2004,SA,NE,2004SANE,22/06/2016,16,  -   -,0,01/07/2016,1,400
75015,CH,NE,75015CHNE,22/06/2016,2,  -   -,0,02/07/2016,1,141
75015,CH,PA,75015CHPA,22/06/2016,2,  -   -,0,04/07/2016,1,194
75015,SK,PE,75015SKPE,22/06/2016,2,  -   -,0,04/07/2016,1,68
75015,VB,BL,75015VBBL,22/06/2016,2,  -   -,0,05/07/2016,1,18
75015,VB,NE,75015VBNE,22/06/2016,2,  -   -,0,06/07/2016,1,87
75017,GL,CH,75017GLCH,22/06/2016,2,  -   -,0,02/07/2016,1,30
75017,GL,NE,75017GLNE,22/06/2016,2,  -   -,0,02/07/2016,1,16
75017,GL,PL,75017GLPL,22/06/2016,2,  -   -,0,04/07/2016,1,42
10529,AN,NE,10529ANNE,23/06/2016,6,  -   -,0,17/08/2016,1,70
10529,AN,TU,10529ANTU,23/06/2016,6,  -   -,0,18/08/2016,1,61
12647,CH,ES,12647CHES,23/06/2016,21,  -   -,0,02/07/2016,1,18
12647,CH,PA,12647CHPA,23/06/2016,21,  -   -,0,04/07/2016,1,16
75015,CH,PO,75015CHPO,23/06/2016,21,  -   -,0,04/07/2016,1,3
75015,PI,AM,75015PIAM,23/06/2016,21,  -   -,0,02/07/2016,1,17
12647,CH,ES,12647CHES,24/06/2016,2,  -   -,0,12/07/2016,1,370
12647,CH,NE,12647CHNE,24/06/2016,2,  -   -,0,12/07/2016,1,721
12647,CH,PO,12647CHPO,24/06/2016,2,  -   -,0,12/07/2016,1,12
14076,FR,MO,14076FRMO,24/06/2016,12,  -   -,0,15/07/2016,1,120
14076,TX,NE,14076TXNE,27/06/2016,12,  -   -,0,09/07/2016,1,100
10302,PI,RS,10302PIRS,28/06/2016,16,  -   -,0,11/07/2016,1,49
12647,AN,NE,12647ANNE,28/06/2016,22,  -   -,0,08/07/2016,1,18
12647,CH,ES,12647CHES,28/06/2016,22,  -   -,0,04/07/2016,1,18
12647,CH,NE,12647CHNE,28/06/2016,22,  -   -,0,04/07/2016,1,35
12647,CH,PA,12647CHPA,28/06/2016,22,  -   -,0,09/07/2016,1,34
12647,CH,PO,12647CHPO,28/06/2016,22,  -   -,0,04/07/2016,1,18
12647,GL,CH,12647GLCH,28/06/2016,22,  -   -,0,08/07/2016,1,18
12647,SK,PE,12647SKPE,28/06/2016,22,  -   -,0,05/07/2016,1,18
12647,VB,BL,12647VBBL,28/06/2016,2,  -   -,0,14/07/2016,1,761
12647,VB,M_,12647VBM_,28/06/2016,2,  -   -,0,21/07/2016,1,102
12647,VB,NE,12647VBNE,28/06/2016,22,  -   -,0,08/07/2016,1,18
12647,VB,OS,12647VBOS,28/06/2016,2,  -   -,0,14/07/2016,1,13
12647,VB,SG,12647VBSG,28/06/2016,2,  -   -,0,21/07/2016,1,86
12647,VB,TU,12647VBTU,28/06/2016,2,  -   -,0,21/07/2016,1,47
1525,SI,NE,1525SINE,28/06/2016,15,  -   -,0,06/07/2016,1,776
1604,TX,NE,1604TXNE,28/06/2016,16,  -   -,0,11/07/2016,1,500
75015,CH,NE,75015CHNE,28/06/2016,22,  -   -,0,08/07/2016,1,18
75015,CH,PA,75015CHPA,28/06/2016,22,  -   -,0,04/07/2016,1,36
75015,CH,PO,75015CHPO,28/06/2016,22,  -   -,0,05/07/2016,1,35
75015,PI,AM,75015PIAM,28/06/2016,22,  -   -,0,04/07/2016,1,18
75015,SK,PE,75015SKPE,28/06/2016,22,  -   -,0,08/07/2016,1,18
75015,SM,NE,75015SMNE,28/06/2016,22,  -   -,0,08/07/2016,1,33
75017,GL,PL,75017GLPL,28/06/2016,22,  -   -,0,04/07/2016,1,18
12647,TX,AM,12647TXAM,29/06/2016,2,  -   -,0,09/07/2016,1,352
12647,VB,NE,12647VBNE,29/06/2016,2,  -   -,0,12/07/2016,1,686
1525,SI,NE,1525SINE,29/06/2016,15,  -   -,0,11/07/2016,1,200
4006,PI,NE,4006PINE,29/06/2016,15,  -   -,0,14/07/2016,1,100
8062,CA,BE,8062CABE,01/07/2016,16,  -   -,0,29/07/2016,1,120
8062,CA,NE,8062CANE,01/07/2016,16,  -   -,0,29/07/2016,1,120
8075,TX,NE,8075TXNE,04/07/2016,15,  -   -,0,29/07/2016,1,120
8075,TX,YL,8075TXYL,04/07/2016,15,  -   -,0,29/07/2016,1,120
10302,PI,RS,10302PIRS,05/07/2016,16,  -   -,0,18/07/2016,1,306
12647,GL,PL,12647GLPL,05/07/2016,22,  -   -,0,21/07/2016,1,140
14076,TX,NE,14076TXNE,05/07/2016,12,  -   -,0,16/07/2016,1,200
1525,SI,TN,1525SITN,05/07/2016,15,  -   -,0,14/07/2016,1,1000
1604,TX,NE,1604TXNE,05/07/2016,16,  -   -,0,18/07/2016,1,600
95157,DU,NE,95157DUNE,06/07/2016,26,  -   -,0,26/07/2016,1,60
95157,DU,TU,95157DUTU,06/07/2016,26,  -   -,0,26/07/2016,1,60
12647,CH,NE,12647CHNE,07/07/2016,1,  -   -,0,26/07/2016,1,519
12647,CH,PA,12647CHPA,07/07/2016,1,  -   -,0,26/07/2016,1,514
12647,VB,BL,12647VBBL,07/07/2016,2,  -   -,0,21/07/2016,1,511
90116,SM,CA,90116SMCA,07/07/2016,4,  -   -,0,10/08/2016,1,194
90116,SM,NE,90116SMNE,07/07/2016,4,  -   -,0,08/08/2016,1,292
90117,CB,NE,90117CBNE,07/07/2016,4,  -   -,0,08/08/2016,1,278
12647,CH,ES,12647CHES,08/07/2016,1,  -   -,0,26/07/2016,1,360
12647,SI,AL,12647SIAL,08/07/2016,1,  -   -,0,21/07/2016,1,200
12647,SI,CM,12647SICM,08/07/2016,1,  -   -,0,26/07/2016,1,350
12647,TX,AM,12647TXAM,08/07/2016,2,  -   -,0,21/07/2016,1,367
12647,VB,NE,12647VBNE,08/07/2016,2,  -   -,0,21/07/2016,1,200
12647,VB,OS,12647VBOS,08/07/2016,2,  -   -,0,21/07/2016,1,381
10302,PI,RS,10302PIRS,11/07/2016,16,  -   -,0,25/07/2016,1,469
11087,NB,NE,11087NBNE,11/07/2016,6,  -   -,0,30/09/2016,1,378
14076,TX,NE,14076TXNE,11/07/2016,12,  -   -,0,19/07/2016,1,200
12647,CH,ES,12647CHES,12/07/2016,2,  -   -,0,22/07/2016,1,16
12647,CH,NE,12647CHNE,12/07/2016,2,  -   -,0,22/07/2016,1,14
12647,CH,PA,12647CHPA,12/07/2016,2,  -   -,0,26/07/2016,1,52
12647,CH,PO,12647CHPO,12/07/2016,2,  -   -,0,22/07/2016,1,9
12647,GA,TU,12647GATU,12/07/2016,2,  -   -,0,26/07/2016,1,386
12647,SK,PE,12647SKPE,12/07/2016,2,  -   -,0,22/07/2016,1,22
12647,SK,PL,12647SKPL,12/07/2016,2,  -   -,0,26/07/2016,1,18
12647,VB,SG,12647VBSG,12/07/2016,2,  -   -,0,26/07/2016,1,439
12647,VX,NE,12647VXNE,12/07/2016,2,  -   -,0,26/07/2016,1,26
14076,FR,MO,14076FRMO,13/07/2016,12,  -   -,0,06/08/2016,1,100
12669,SI,PM,12669SIPM,14/07/2016,2,  -   -,0,30/07/2016,1,10
60251,CH,ZM,60251CHZM,14/07/2016,1,  -   -,0,30/07/2016,1,230
75015,CH,BL,75015CHBL,14/07/2016,2,  -   -,0,30/07/2016,1,16
75015,CH,PA,75015CHPA,14/07/2016,2,  -   -,0,30/07/2016,1,14
75015,CH,PO,75015CHPO,14/07/2016,2,  -   -,0,30/07/2016,1,15
75015,SK,PE,75015SKPE,14/07/2016,2,  -   -,0,27/07/2016,1,58
75017,GL,CH,75017GLCH,14/07/2016,2,  -   -,0,27/07/2016,1,19
75017,GL,PL,75017GLPL,14/07/2016,2,  -   -,0,30/07/2016,1,12
75017,SI,NE,75017SINE,14/07/2016,2,  -   -,0,29/07/2016,1,30
10529,AN,CG,10529ANCG,18/07/2016,6,  -   -,0,26/09/2016,1,28
10529,AN,NE,10529ANNE,18/07/2016,6,  -   -,0,26/09/2016,1,36
10529,AN,TU,10529ANTU,18/07/2016,6,  -   -,0,26/09/2016,1,18
14076,TX,NE,14076TXNE,18/07/2016,12,  -   -,0,29/07/2016,1,200
1604,TX,NE,1604TXNE,18/07/2016,26,  -   -,0,29/07/2016,1,512
8048,GA,NE,8048GANE,18/07/2016,14,  -   -,0,02/08/2016,1,250
8062,CA,BE,8062CABE,18/07/2016,16,  -   -,0,09/08/2016,1,200
8062,CA,NE,8062CANE,18/07/2016,16,  -   -,0,11/08/2016,1,150
8075,TX,NE,8075TXNE,18/07/2016,15,  -   -,0,05/08/2016,1,200
8075,TX,YL,8075TXYL,18/07/2016,15,  -   -,0,05/08/2016,1,300
8283,GA,C1,8283GAC1,18/07/2016,15,  -   -,0,05/08/2016,1,300
11077,P1,NE,11077P1NE,19/07/2016,25,  -   -,0,30/07/2016,1,51
11123,VB,SG,11123VBSG,19/07/2016,1,  -   -,0,30/07/2016,1,43
12647,SI,BJ,12647SIBJ,19/07/2016,1,  -   -,0,30/07/2016,1,800
60251,CH,PA,60251CHPA,19/07/2016,21,  -   -,0,29/07/2016,1,26
75015,SK,PE,75015SKPE,19/07/2016,21,  -   -,0,27/07/2016,1,120
80266,SM,NE,80266SMNE,19/07/2016,6,  -   -,0,23/09/2016,1,60
14076,FR,MO,14076FRMO,20/07/2016,12,  -   -,0,09/08/2016,1,83
80267,GA,BU,80267GABU,20/07/2016,6,  -   -,0,28/10/2016,1,374
80268,GA,NE,80268GANE,20/07/2016,6,  -   -,0,29/09/2016,1,73
8214,TX,NE,8214TXNE,20/07/2016,12,  -   -,0,04/08/2016,1,171
12647,CH,PA,12647CHPA,22/07/2016,2,  -   -,0,05/08/2016,1,197
8048,GA,NE,8048GANE,22/07/2016,14,  -   -,0,10/08/2016,1,5
12647,CH,ES,12647CHES,25/07/2016,2,  -   -,0,06/08/2016,1,87
12647,CH,NE,12647CHNE,25/07/2016,2,  -   -,0,08/08/2016,1,174
12647,CH,PO,12647CHPO,25/07/2016,2,  -   -,0,08/08/2016,1,84
12647,SI,BJ,12647SIBJ,25/07/2016,2,  -   -,0,10/08/2016,1,30
12647,SK,PE,12647SKPE,25/07/2016,2,  -   -,0,10/08/2016,1,401
12647,SK,PL,12647SKPL,25/07/2016,2,  -   -,0,08/08/2016,1,21
12647,VX,MK,12647VXMK,25/07/2016,2,  -   -,0,03/08/2016,1,86
12647,VX,NE,12647VXNE,25/07/2016,2,  -   -,0,08/08/2016,1,150
12669,SI,PM,12669SIPM,25/07/2016,2,  -   -,0,10/08/2016,1,13
8075,TX,NE,8075TXNE,25/07/2016,15,  -   -,0,10/08/2016,1,200
8075,TX,YL,8075TXYL,25/07/2016,15,  -   -,0,10/08/2016,1,200
12647,AN,NE,12647ANNE,26/07/2016,21,  -   -,0,09/08/2016,1,21
12647,CH,ES,12647CHES,26/07/2016,21,  -   -,0,10/08/2016,1,18
12647,SM,NE,12647SMNE,26/07/2016,2,  -   -,0,08/08/2016,1,26
12647,VB,BL,12647VBBL,26/07/2016,2,  -   -,0,06/08/2016,1,40
12647,VB,CZ,12647VBCZ,26/07/2016,2,  -   -,0,06/08/2016,1,30
12647,VB,M_,12647VBM_,26/07/2016,2,  -   -,0,06/08/2016,1,53
12647,VB,SG,12647VBSG,26/07/2016,2,  -   -,0,06/08/2016,1,82
14076,TX,NE,14076TXNE,26/07/2016,12,  -   -,0,02/08/2016,1,200
75015,CH,BL,75015CHBL,26/07/2016,2,  -   -,0,05/08/2016,1,40
75015,CH,NE,75015CHNE,26/07/2016,2,  -   -,0,05/08/2016,1,140
75015,CH,PA,75015CHPA,26/07/2016,2,  -   -,0,10/08/2016,1,106
75015,CH,PO,75015CHPO,26/07/2016,2,  -   -,0,05/08/2016,1,80
75015,CH,RO,75015CHRO,26/07/2016,2,  -   -,0,05/08/2016,1,130
75015,SI,CH,75015SICH,26/07/2016,2,  -   -,0,05/08/2016,1,20
75015,SK,PE,75015SKPE,26/07/2016,2,  -   -,0,05/08/2016,1,14
75015,VB,M_,75015VBM_,26/07/2016,2,  -   -,0,05/08/2016,1,20
75015,VB,NE,75015VBNE,26/07/2016,2,  -   -,0,09/08/2016,1,49
75017,GL,CH,75017GLCH,26/07/2016,2,  -   -,0,10/08/2016,1,24
